user,rating,review,date
Amluna Maulana,5,sangat bermemfaat dn membantu proses transaksi👍,2026-02-28 08:16:12
Roha Yati,5,oke,2026-02-28 08:14:40
Muhammad Rasyidi,5,sangat membantu,2026-02-28 08:08:52
Ahmad cahyono cahyono,5,"Brimo saya sering eror gak bisa login,mau login tiba2 keluar warna layar putih dan gak bisa,ini sudah ke empat kalinya,",2026-02-28 08:07:29
Husman M 92,5,mantap👍👍,2026-02-28 08:00:52
Dwi satrio Widodo,5,sangat bagus,2026-02-28 08:00:50
Nyoman Wijaya,5,memudahkan dibandingkan bikin kartu atm di cabang sering dibilang full,2026-02-28 07:57:48
ilyas Gilang,5,mantap,2026-02-28 07:53:12
Stella Lewu,5,sangat bagus,2026-02-28 07:52:49
Antonia Wati Werang,4,sangat membantu,2026-02-28 07:44:45
M ichsan Ichsan,5,mantaap,2026-02-28 07:40:23
Agus Sugianto,5,membuat aktivitas bayar dan di bayar lebih mudah,2026-02-28 07:34:29
Andi irawan,5,"sang at membantu, terima Kasih.",2026-02-28 07:29:42
Ristan Tiktok,5,baguss,2026-02-28 07:24:37
Dana Krisnanta,5,aplikasi bagus. mempermudah proses transaksi kapanpun dan di manapun.,2026-02-28 07:18:47
Prasetiya Adi,3,"sangat membantu sebenarnya..tetapi terkadang aplikasinya tidak bisa dibuka..harus download ulang,foto ktp lagi..baru bisa dipakai..terus""an kaya gini, m-bangking lainnya gak kek gini",2026-02-28 07:17:38
avgini kampong,5,Mantap 👍👍,2026-02-28 07:05:20
Eko Laxono,5,Bagus dan transaksi cukup lengkap sehingga lebih mudah kita lakukan apa saja,2026-02-28 06:54:04
Zilong No1indonesia,5,sidik jarinya macet terus capek tapi itu aja yang lain oky bagus gak mengecewakan,2026-02-28 06:50:06
Muhammad yusuf,1,Asalamualaikum wr WB kok di halaman login nya ga da tulisan ga nti akun,2026-02-28 06:44:50
Nadin Dinda,5,peroses sangatlah mudh terimakasih,2026-02-28 06:34:06
Panca Indra,5,nyaman aman,2026-02-28 06:31:22
Riki Putraa,5,praktis dimana saja,2026-02-28 06:24:57
Icuz Fathi,5,"Alhamdulillah 🤲 .Dengan menggunakan Brimo kini lebih mudah.Terimakasih BRI, terimakasih BRImo....🙂✨️",2026-02-28 06:21:29
Siti Syaadah,5,wow banget pokonya,2026-02-28 06:18:55
dhiemas andiko,5,sangat membantu,2026-02-28 06:18:33
"Ali Imran, SE.",1,potong besar merugikan nasabah BRI,2026-02-28 06:17:17
Sinta Mega,3,"ga tau lagi mau gimana,masa harus hapus instal mulu karna ga bisa login",2026-02-28 06:16:23
Siti Makhfiroh,5,cepat dan mudah,2026-02-28 06:13:36
Keddy Fadilah,5,good,2026-02-28 06:12:11
Raharta Bhuana,5,bagus sekali..mempermudah segala transaksi,2026-02-28 06:03:41
Herty Mahendra,4,"hallo kak mohon maaf, kenapa ya aplikasi brimo saya tidak bisa terbuka? saya sudah coba berapa kali tapi tetap tidak bisa.",2026-02-28 05:59:10
adnan rayzan,5,mantep,2026-02-28 05:57:44
Nikson Jhonson Sinaga,5,mantap dan akuntabel,2026-02-28 05:56:53
Saido. Gs.,5,Alhamdullillah dengan ada aplikasi Brimo semua jadi mudah.gak ribet.bayar ini itu cukup di genggaman tangan. terima kasih.,2026-02-28 05:54:01
Ira Irama,5,sangat membantu dan sangat bermanfaat untuk saya...,2026-02-28 05:53:40
Subur tba,5,sangat membantu sekali,2026-02-28 05:52:08
Triana anna,2,aplikasi tidak bisa di buka layar putih beruang kali walaupun udhdi perbaharui,2026-02-28 05:47:49
Amar Nopriyadi,5,good,2026-02-28 05:45:39
Ihsan Ramadan,5,pemakaian 7 bukan masih aman🤗,2026-02-28 05:41:32
Kiamu Madi,5,good,2026-02-28 05:41:11
Warnasa 22,5,baik,2026-02-28 05:35:58
SILTER,2,"perkara tidak login 1 hari saja , berulah kembali .. ini sudah 3x yah selalu ngeblank , layar putih kosong saja gk ada tampilan birunya beranda login .. ini sudah 3x terjadi & saya haru uninstal lagi .. kamu kira ketika uninstl & instal kembali & login tuh tidak ribet kah ? jadi mempermainkan orang terus .. instal hapus ,instal hapus , begitu terus hanya karena perkara tidak login seharian . pelayanan kalian paling terburuk sudah .. sangat tidak puasss..#",2026-02-28 05:35:09
Asniar Umi,5,Baik,2026-02-28 05:29:45
Arya Syaputra,5,mantap gampang,2026-02-28 05:29:17
rizky ardiyan,5,sgt membantu,2026-02-28 05:19:46
Galih Yoga,5,aplikasi bagus.... tapi udah 3bulan terakir ini...ada kendala layar tiap buka aplikasi brimo layar warna biru terus ngeblang warna putih....udah restart..udah uninstal..udah hapus chace...udah hapus data....udah aktivasi lagi kembali ke layar putih lagi..tolong dibantu..saya juga udah minta tolong sabrina juga sama aja masih layar putih..udah kirim email pengaduan masih sama aj tampilan layar putih..tolong dong dibantu...,2026-02-28 05:18:48
anjar rohmulyono,5,"membantu,dan mudah digunakan",2026-02-28 05:13:35
Ulung Ham,1,tidak bisa di buka,2026-02-28 05:07:22
Sakti Parerengi,5,bagus,2026-02-28 05:07:05
Nazir Yakkub,5,"Brimo emang memudahkan urusan keuangan, mataap",2026-02-28 05:03:50
Wachid Abraham,5,sangat membntu,2026-02-28 05:01:50
Deny Rohim,2,g bisa login lg,2026-02-28 04:55:03
Lisa Kristiana,5,mantap,2026-02-28 04:54:59
Jarno Keling,5,mantap sih,2026-02-28 04:53:52
Maroef Sontrol,5,mantap,2026-02-28 04:45:04
Ujang Rahmat,5,mantap.keamanannya makin ketat.sipp,2026-02-28 04:32:10
Maryam Khoirunnisa Haq,5,sangat membantu,2026-02-28 04:31:20
Muhammad faisal,5,mantap,2026-02-28 04:29:12
Erwin,5,ok,2026-02-28 04:22:06
Hendra Maks,5,saya menyukainya karna mempermudah dalam melakukan transaksi,2026-02-28 04:18:09
Joko Wilastiyo,5,mantab,2026-02-28 04:13:19
Muhammad Fadkhan,5,brimo eror,2026-02-28 04:03:22
Maryadi Cepex,4,bagus,2026-02-28 04:01:44
Ameena Cantik,5,good job,2026-02-28 04:01:09
Marsel Paath,5,trimaksih aplikasinya sangat menolong,2026-02-28 04:00:32
Maesha,5,daftar e banking di brimo ko gagal terus kenapa yah?,2026-02-28 03:59:52
Margo Mulyo,5,bagus sangat membantu dan mudah untuk bertransaksi,2026-02-28 03:58:15
Shunar Pv,5,sangat baik & sangat bermanfaat.,2026-02-28 03:57:30
Asmika Arief Asmika,5,"Aplikasi Versi barunya sekarang kok suka layar putih polos yah, sudah di upgrade dan sudah di unistal dan Instal kembali awalnya bagus eh lama kelamaan mau masuk kembali kok layar putih lagi yah",2026-02-28 03:49:28
Muhamad Ali Imron,5,bagus banget dan sangat membantu dalam transaksi,2026-02-28 03:47:38
Mambo Stable,5,sangat membantu,2026-02-28 03:40:51
Badai Berlalu,2,"susah untuk verifikasi wajah untuk ibu saya yang sudah lansia 75th, sudah tidak bisa berjalan sudah sangat tidak memungkinkan utk datang ke KC",2026-02-28 03:40:15
Abdul Mujib,5,bagus,2026-02-28 03:17:39
Freddy Rajagukguk,5,ok,2026-02-28 02:55:34
Arie Ashari,5,Sangat bagus,2026-02-28 02:37:47
Riann.,5,CEPAT CEPAT,2026-02-28 02:17:20
Ary Mapalulo,5,ok lah,2026-02-28 02:15:31
Ahmad Imronudin,2,ferifikasi wajah selalu gagal sudah konfirmasi bank tetep sama kenapa bisa terjadi?mohon dibantu,2026-02-28 01:43:06
yala setiawan,5,baik,2026-02-28 01:41:16
Iwan Payment,5,mantap,2026-02-28 01:26:34
Aditia Putra,5,mantul,2026-02-28 01:26:17
Putu Sintia,5,mantap,2026-02-28 01:18:56
Adhi CungeL,5,nice,2026-02-28 01:18:07
Babe Humene,5,cepat dan mudah,2026-02-28 01:13:22
Imam Firdaus,5,ok,2026-02-28 01:11:40
Ahmad Fikri,5,selama saya pake bri asli merasa terbantu sekali dan keamanan bagus,2026-02-28 01:02:35
Abdul Rawi,5,ok mantap,2026-02-28 00:59:42
Hall Light,1,app cacat devnya kurang op,2026-02-28 00:57:15
Bob Marlin,5,sangat membantu,2026-02-28 00:55:00
Alesha Eryfi,5,"puas,asal ada signal.",2026-02-28 00:29:09
Putri Yani,5,Oke,2026-02-28 00:27:54
Deni Chandra,5,ok,2026-02-28 00:24:45
Misnan Sunandi,4,baik,2026-02-28 00:21:03
Indah Permadani,5,"sering eror, kenapa?",2026-02-28 00:13:09
Jar ot,3,sangat sering maintenance apa lagi pas malem waktu orang2 ngisi mau tupup malah gak bisa buat transaksi,2026-02-28 00:10:06
Yuwono Bagus,4,alhamdulillah bagus dan cepat sangat efisien,2026-02-28 00:09:06
Siti Maesah,1,"tidak direkomendasikan,,,, sering ganguan. /maintenace",2026-02-28 00:00:01
chan ziz,5,"Aneh bener, ketika masuk manual menggunakan email, tanda titik tidak bisa/alias tidak terketik di box username, susah lah kalo begitu, terus apa solusinya dong???",2026-02-27 23:57:43
Amar,5,senang bisa ada brimo,2026-02-27 23:52:29
Sugi Anto,4,cepat tepat dn yerpercayah,2026-02-27 23:48:31
Anggraini Fidianty,1,ganti hp..setiap login masukin foto KTP terus.. sudah hapus cache masih aja sama..aneh,2026-02-27 23:29:32
Ira wati,5,terbaik,2026-02-27 23:26:55
Aa Iki,3,ribet mau masuk akun brimo ko susah ya salah mulu padahal udah aku catet di buku agar gk salah dan gk lupa tetep aja gk bisa masuk susah ribet banget,2026-02-27 23:25:10
Pipit Novia,2,banyak potongan yang ga jelas,2026-02-27 23:23:58
Yofih Hakekiah,3,kanapa brimo pas transfer blenk putih gak bisa transfer,2026-02-27 23:15:57
Dul argo Dul,1,knapa tdak bisa di buka beberapa hari ini,2026-02-27 23:15:54
ridho alvin tambunan,5,mantap,2026-02-27 23:13:37
uwidpordjo,5,"lancar jaya,tapi mbok ya dikasih hadiah tiap transaksi.cashback misalnya, biar kaum kebawah menikmati manfaatnya. Terima kasih",2026-02-27 23:08:55
ikbal Ikbal,1,kenapa setiap saya bukan aplikasi nya GK bisa2 layar biru langsung berubah putih dan kembali ke awal lagi.. sudah 2 hari ini..bikin saya bingung mengunakan aplikasi nya..jadi ribet bgt.kirain GK ada sinyal apa lagi eror ternyata baca ulasan semua begitu tolong min diperbaiki lagi apa apk nya biar enak..,2026-02-27 23:06:56
m sunarya,5,saat ini masih bagus,2026-02-27 23:06:38
Dian Hendriyanto,5,sangat baik,2026-02-27 22:56:12
Husnul Hertanti,5,"tolong dong brimo kenapa setiap mau transfer ke dana selalu tidak bisa, awal nya bisa tapi 2 minggu kemudian di saat mau transfer ke dana lagi selalu ada gangguan kata nya metode transfer tidak tersedia pada saat ini tolong dong brimo di perbaiki lagi, dulu awal memakai brimo tidak seperti itu dan ya untuk admin penarikan memakai kartunya sekarang malah semakin naik 🫠",2026-02-27 22:55:33
Irham Udin,5,jos,2026-02-27 22:53:57
Rafka Radita,5,proses cepat,2026-02-27 22:53:54
Ahmad Jocker,5,👍👍,2026-02-27 22:51:19
Sandy Xyzz,2,mau bayar tring pegadaian melalui briva gagal selalu,2026-02-27 22:26:51
Melson Frid,5,Sangat memudahkan,2026-02-27 22:22:33
sayunk putra,2,"sampai kapan ini BRImo for close terus?? di update gak tambah bagus, malah tambah gak bisah masuk...",2026-02-27 22:21:23
Rezi Putra,5,cepat,2026-02-27 22:19:12
Iyul Sumiati,5,saya perdana menggunakan BRImo dan alhamdulillah cepet.,2026-02-27 22:17:35
Andryr7 r7,5,cucok dg diriku,2026-02-27 22:11:33
SAMUJI KURIK,5,sangat membantu.,2026-02-27 22:10:12
Haris,5,sangat membantu dan efisien,2026-02-27 22:06:35
dukut koclok,1,pake aplikasi ini gak akurat udah bner PW tp gak bisa login PW pmulihan udah bner tp tetep gak bisa jdi harus ke kantor BRi bedah jauh sama LIVIN klo semisal gak bisa bersaing sama yg lain gak usah bikin apk ini,2026-02-27 22:05:29
Betik Tik,5,mau login gak bisa ya,2026-02-27 22:04:24
Deby Wahyu,5,mantap,2026-02-27 22:04:05
Aku Gue,5,apk hebat,2026-02-27 22:01:28
Meka Afandi,5,bagus,2026-02-27 22:00:43
Jayeng Mustiko,4,bagus,2026-02-27 21:58:24
Santi Adza,5,"senang sekali pakai BRImo cepat & mudah buat transaksi apa aj,,, trimakasih BRImo 👍👍👍🥰🥰🙏🙏",2026-02-27 21:46:37
Muhamad Syaiful,5,sangat membantu dan sangat memudahkan dalam bertransaksi,2026-02-27 21:42:46
Diana dewi,5,tempat yg paling nyaman simpan uang tabungan ku.Di BRI.🙏,2026-02-27 21:39:55
Muhamad Farhans,5,Keren brimo,2026-02-27 21:38:23
Erna Erna,5,mantap pokok nya..,2026-02-27 21:34:55
Sumard Sumard,5,bagus,2026-02-27 21:33:02
Sandy syahputra,1,"saat saya buka aplikasi brimo tidak bisa, saya lansung liat ulasan dan teryata semua yg saya alami sama dengan yg lain. saat di perlukan jadi seperti ini",2026-02-27 21:28:57
Fitriyah Handayani,5,sangat baik,2026-02-27 21:27:56
Agus Pratama,5,good,2026-02-27 21:25:55
Ramli,5,"brimo.akhir akhir ini sering tidak bisa dibuka,,, seperti tidak conec layar putih terus..capek.. mohon ditingkatkan",2026-02-27 21:25:26
Ali mahfud mahfud,5,sangat puas,2026-02-27 21:23:39
Dwi isyana Isyana,5,"bagaimana caranya login ke brimo, lupa username ? nomer hp yang untuk daftar brimo udah ke blokir dan tidak bisa menerima pesan lewat SMS, kalau buat WhatsApp masih bisa terima pesan, jadi gak bisa masuk brimo",2026-02-27 21:21:07
Sri Purnama,5,"assalamualaikum Ka maaf aplikasi brimo ini bermanfaat baget bisa nyah ga kaya gini tapi hari ini pasmasuk ada brimo setelah ituh malah bleng warna putih tolong di perbaiki karna ini sangat bermanfaat bagi sayah karna apa"" saya pake aplikasi brimo 🤗",2026-02-27 21:12:17
Kiren ariant,5,Sangat Mudah,2026-02-27 21:11:25
Muhammad Riza,1,"kendala sama seperti yang lainnya ini udah 3x saya download selama 5 hari,dan jawabannya selalu tidak menjawab,dan gaada inisiatif perbaikan apl dari bank,mending pindah bank aja bagi siapapun yang baca ini",2026-02-27 21:07:37
Nono Mulyono,4,ok,2026-02-27 21:02:36
Ali Muhammad,5,sangat membantu dan mempermudah transaksi..,2026-02-27 21:00:05
4ngga 19,4,mohon maaf ko setiap masuk gambarnya putih semua,2026-02-27 20:57:05
Ar Han,5,mantap,2026-02-27 20:55:10
4Girl Ok,3,mohon maaf kakak..BRIMO Memang berguna sekali tapi sudah 2 kali ini saya mengalami gak bisa login sama sekali 🙏 instal ulang juga susah sekali,2026-02-27 20:55:03
Moni Moni,5,mantap👍,2026-02-27 20:54:50
Fahran Zio,5,simpel n memudahkan,2026-02-27 20:53:05
Ashel Forius,4,"sementara 4 bintang, yang jadi masalah adalah ketika aku buka aplikasi brimo nyaa bukan memilih untuk login melainkan tampilan brimo jadi biru atau putih bersih nge blank kenapa yaa padahal aku udah clear chace sampe restart hp tolong dong",2026-02-27 20:52:40
Safa HR,5,"aplikasi lengkap, membuat smuanya mnjadi lebih mudah. trimaksih BRImo",2026-02-27 20:50:47
ridho properti,5,sip pokoke,2026-02-27 20:49:55
Muhammad Nasier,5,membantu,2026-02-27 20:48:59
Imam Taufik,5,mantap,2026-02-27 20:45:56
Fauziah Syahbani,5,good,2026-02-27 20:43:34
Anton simon Kandipi,5,terbaik,2026-02-27 20:42:40
Dutama Cipta Media,5,Mantap nian pokoknya,2026-02-27 20:42:32
Tejo Suhartono,5,traksaksi mudah dan cepat,2026-02-27 20:28:07
Perdi Pepek,5,duit 10ribu aku ga bisa di TF cok,2026-02-27 20:25:34
Musran Mus,5,sangat memudahkan segala urusan yang berhubungan dengan uang,2026-02-27 20:23:13
Juwairuddin Uddin,4,dgn adanya brimo sangat mudah bertransaksi di manapun & kapanpun.,2026-02-27 20:20:50
Oppo a5s,5,aman dan amanah,2026-02-27 20:19:41
Dewi Sinta,5,sejauh ini memuaskan,2026-02-27 20:18:35
Ayub Bukhori,5,sangat membantu,2026-02-27 20:16:48
Muhammad Hair,5,sangat membantu,2026-02-27 20:14:12
Nia R,2,"aplikasi bagus tapi payah. Sudah install tapi harus unisntall dan insta berkali-kali supaya bisa login. Waktu dibuka aplikasi muncul biru, kemudian blank putih dan tidak ada apa-apa. Tapi kalau di uninstall lalu di install lagi bisa login tapi ribeett harus verif KTP sama wajah terusss. Pokoknya bagus tapi bobrok gitu ajah bintang 2",2026-02-27 20:08:06
samsuddin Udin,2,hay kak kenapa sy tdk bs masuk ke aplikasi brimo sy.. mhn petunjuknya,2026-02-27 20:07:06
mirza dimas,1,"playanan sangat buruk, dan lamaa banget",2026-02-27 20:06:26
MAS Anto kendari,4,lumayan bagus,2026-02-27 19:59:30
Calonmayyit Mayyit,5,sangat baik,2026-02-27 19:57:36
Mar Juki,5,sangat baik,2026-02-27 19:56:22
Sauliah,5,apl ny bgus banget,2026-02-27 19:51:52
Rani Septiani,5,memudahkan utk berbayar thx....,2026-02-27 19:47:48
pink Pinky,4,aplikasi brimo saya login gk bisa harus hapus dan instal terus saya capek dan ribet gimana nih apa solusinya🤦🏻🙏🏻,2026-02-27 19:44:33
Ang ugi Bontot,2,Kenapa kosekarang aplikasi brimo kaya gini anda tidak memiliki rekening yang dapat jadi sumberdana di brimon padahal ada no rekening,2026-02-27 19:41:55
DODO02 GAME,5,sangat mudah di gunakan,2026-02-27 19:40:50
Abhay Wuekero,5,ok,2026-02-27 19:40:47
umi muna,5,"kenapa selalu muncul layar putih saja setelah tulisan Brimo muncul,sering banget cuma layar putih,kemarin di complain udah bisa,sekarang balik lagi cuma layar putih,apakah brimo ada kendala terus setiap akun d buka selalu muncul layar putih saja? mohon perbaikannya",2026-02-27 19:40:20
Odong Odong jakarta,5,sekarang 2026 UI aplikasi brimo smooth tidak seperti dulu UI nya masih kaku ✌️😁✌️,2026-02-27 19:40:09
emma wati,5,buruk,2026-02-27 19:37:54
Ervin Supriyatna,5,sangat membantu urusan jadi mudah,2026-02-27 19:34:38
Herlan Maulana,5,okeh,2026-02-27 19:32:29
indra gugun,5,menunya simpel,2026-02-27 19:31:53
hendrik 77,5,ok,2026-02-27 19:31:35
Fatkhul Jannah,5,kak kenapa brimo saya gk bisa d buka warna layar hanya hitam/putih padahal sinyal bagus tolong beri penjelasan terima kasih,2026-02-27 19:29:48
Saidina Ibrahim,5,"ok lah, secara efesien dan keren",2026-02-27 19:29:22
Isep Syafrudin,5,Success!,2026-02-27 19:27:28
Nasyah Verizqia,5,oke,2026-02-27 19:25:02
Kartika Ikakartika,5,sangat puas,2026-02-27 19:20:26
Alan Lando,5,sangat membantu untuk Kita semua. aku kasih kan 5 bintang,2026-02-27 19:19:30
Anto RJH (Rumah Jasa & Hukum),5,so far so good,2026-02-27 19:19:10
Madon Gacor,5,terbaik,2026-02-27 19:17:35
Bagus kentus,5,keren,2026-02-27 19:13:51
Syam suri,1,tidak bisa login...maunya install terus,2026-02-27 19:13:05
Iccang Iccang,5,sangat membantu dan sangat baik,2026-02-27 19:12:39
Geri Iwanggin,5,niceee😘😘😘😘,2026-02-27 19:11:40
Mulyadi bin Somo Slamet,5,👍👍👍,2026-02-27 19:11:08
Kiki Aritonang,5,mantap,2026-02-27 19:08:27
Erista Ita,3,"kadang tidak bisa di buka aplikasinyaa, langsung putih layarnya",2026-02-27 18:56:39
Kelvin aldiansyah,1,aplikasi sampah sering ngestuck logo login nya berat lama tolong di perbaiki bug bug seperti itu.,2026-02-27 18:54:09
Desi Eka mariyanti,5,sangat membantu,2026-02-27 18:54:08
rudin haerud,5,pelayanannya sangat memuaskan,2026-02-27 18:44:43
Manda Akilla,5,selalu membantu,2026-02-27 18:44:31
Shofi Atun,5,sangat bermanfaat,2026-02-27 18:44:03
Hery Porwoko,5,siiippp,2026-02-27 18:41:05
Rabitstemplate89,5,keren,2026-02-27 18:38:54
Aftah Lana,5,👌👌👌,2026-02-27 18:38:41
abdul khair,5,kuerennnn,2026-02-27 18:33:34
Gani Anggraeni,5,apk sangat baik,2026-02-27 18:28:32
Kasirun,4,mudah akses transaksi,2026-02-27 18:25:39
nesot11 13,5,mantap,2026-02-27 18:21:23
Lia Indriyani,5,"ini brimo kenapa y, kok mau buka tidak bisa",2026-02-27 18:21:21
Pandu Kusuma,5,bagus,2026-02-27 18:20:01
Vita Lomboan,5,permudah transaksi,2026-02-27 18:19:25
Lare Mushola88,5,mantap,2026-02-27 18:08:54
Jihan Nur,5,luar biasa sangat membantu dan memudahkan nasabah untuk bertransaksi,2026-02-27 18:08:35
Bayu Krisna Widodo (Yu),4,mudah dan gampang checkout toko jual beli karena mudah mencari tutorial nya banyak di YouTube 👌🏻👌🏻,2026-02-27 17:55:31
romli galuh,1,aplikasi ga bisa login,2026-02-27 17:55:08
Muhammad Ali Mustain,5,sangat cepat dan praktis,2026-02-27 17:54:44
Zhaidan Icihara,4,"sukses selalu ya BRIMO. semoga kedepannya semakin berkembang ,",2026-02-27 17:50:55
Suka2 Studio,5,ok,2026-02-27 17:48:52
yandi mnur,5,"Pembayaran dan belanja jadi lebih mudah ,,.",2026-02-27 17:47:52
Iwan Sty,2,"sebenar ada masalah apa sih dengan wajah saya dengan brimo,wajah saya asli bukan topeng,gw dibuat foto kaya bodoh?????",2026-02-27 17:40:46
Puan Regarsport,1,aplikasi baru mengecewakan. ganti ponsel ribetnya minta ampun. bbrp kali mengulang samppai berhari2 tidak kah cukup dengan ktp. email. no wa saja. wajaj sy sendiri tidak dikenali apk. dan sdh bbrp hari sy tidak bs akses. mengecewakan,2026-02-27 17:39:07
Akun hp,5,👍🏻,2026-02-27 17:37:30
Asep S,1,"mutasi,notifikasi dan aktivitas selalu delay saat melakukan transaksi transfer dan menerima transferan. tolong di perbaiki",2026-02-27 17:35:31
Danny Setyabudi,5,mudah buat transaksi,2026-02-27 17:35:11
Sopo Phone cell,5,dsri padacari atm musim hujan,2026-02-27 17:34:38
Endo Bebek,5,dipermudah,2026-02-27 17:33:52
Kakafheo 98,5,"aplikasi no ribet, sekali daftar Langsung Jadi👍🥰",2026-02-27 17:33:46
Sodikun Ikun,5,okeh untuk transaksi,2026-02-27 17:30:46
Anggriawan Purnama Rachman,5,mempermudah,2026-02-27 17:30:15
imam buhori,5,mantap,2026-02-27 17:26:41
Hendik Suhendik,5,"istimewa BRimo,mantap",2026-02-27 17:24:25
Julis Dewi sinta,5,baru awal tapi oke mudah dan cepat sekali,2026-02-27 17:21:07
Widiana Yoga Pratama,5,good,2026-02-27 17:15:29
Maulana Ramadhan,5,kalo mau login ke brimo pasti ngebleng warnah putih belom sampe masukan yusernem sama Santi tiba tiba keluwar sendiri dari aplikasi brimo,2026-02-27 17:14:45
Sutianah Zahra,5,pengalaman pertama pakai BRI mo. sangat memudahkan.,2026-02-27 17:05:54
Mase Woyo,4,aplikasi yg bagus dan bermanfaat,2026-02-27 17:01:44
rifki zuliansyah,5,mudah dan aman,2026-02-27 16:56:25
Imanuel Nenoliu,5,sangat membantu,2026-02-27 16:56:17
Sasongko Yudi,5,sangat aman dan terbaik,2026-02-27 16:54:04
Yadi Ahy,5,sgt baik,2026-02-27 16:46:31
A Soleh,5,mantap,2026-02-27 16:46:07
Dimas Titan,5,bagus tapi tiba2 ada bug kaya transfer uang malah rating,2026-02-27 16:45:38
Rangga Kuntawijaya,5,ok,2026-02-27 16:43:55
Afandi Aqmar,5,bagus banget mempermudah dalam mengecek saldo dan bertransaksi pokoknya best,2026-02-27 16:40:57
Rahmat Effendi,5,mantul dah top,2026-02-27 16:35:39
Ham Diyan,5,sering kluar sendiri,2026-02-27 16:25:45
Nuhlan Huga,1,"aplikasi nya sih bagus tapi pada saat verifikasi wajah gagal terus, padahal saya sudah mengikuti tutorial.",2026-02-27 16:19:49
Riski Irwansyah,5,mantap,2026-02-27 16:12:38
yx_rin,5,aplikasinya bagus cuma kalo di bawah 40ribu udh ga bisa di tf lagi,2026-02-27 16:11:49
Novita Sari,5,sangat baik,2026-02-27 16:10:43
tetty handayani,5,"makin praktis makin mudah bertransaksi menggunakan brimo,.mksh BRI mksh brimo",2026-02-27 16:07:05
Wasikin Ikin,5,menjadi lebih mudah dengan Brimo,2026-02-27 16:06:01
simba Lodes,5,cepat efisien d gak bikin ribet,2026-02-27 16:05:15
Mirna Callysta,1,aplikasinya bagus sayang nya untuk verivikasi wajah susah bgt kak,2026-02-27 15:53:07
nailil husna,1,"setiap mau tf ke bank lain kenapa muncul tanda merah "" nomor rekening salah (kode....) "" tolong dong min ini yg salah apanya,kalo sesama bank bri bisa",2026-02-27 15:46:27
Reza Pratama,1,BANKING TOLOL,2026-02-27 15:46:02
FF GEMING,5,ok,2026-02-27 15:41:42
Darno sudarno,5,Terimakasih BRI telah memisahkan kehidupan saya,2026-02-27 15:34:55
Tania Syahira,5,transaksi lebih mudah & simpel.,2026-02-27 15:31:47
shafa ashari,5,jos,2026-02-27 15:31:16
Ngemut Mut,1,saya selalu gagal membuat brimo,2026-02-27 15:29:29
Gus Samson,5,memudahkan tranfer tarik cek saldo,2026-02-27 15:25:40
ayam Kampung,1,sudah pergi di kantor bank dan custumor service sudah aktifkan lagi brimo tetapi saya coba login di HP saya tetap tidak bisa,2026-02-27 15:21:51
Nur Samsi,5,terimakasih,2026-02-27 15:20:37
Candra Hayat,5,ok sih,2026-02-27 15:19:05
Alvarez Supendi,5,sangat mudah,2026-02-27 15:18:43
Betris Salon,1,bener2 mengecewakan aplikasi ini,2026-02-27 15:18:24
SILVERMEN BOIL,5,good,2026-02-27 15:17:34
Mariska Mariam,5,mantap semakin sukses,2026-02-27 15:16:42
sifaqkir sifaqkir,4,sangat membantu👍,2026-02-27 15:11:46
Rani Nuraeni,5,membantu banget aplikasi nya mudah,2026-02-27 15:10:33
Muhammad kellul,5,baguss,2026-02-27 15:10:13
Infinix Akun,5,mantap. cepat,2026-02-27 15:09:02
Rafidha Hidayati,5,bagus,2026-02-27 15:03:34
Aidil Ranacadil,1,td mlm blank putih..uninstall..install lg...e paginya..blamk lg..siang ditunggu gak jg bisa normal..ini mo uninstall lg.azab x bah,2026-02-27 15:01:47
Yulianta Aan,5,fast..,2026-02-27 15:01:44
UDIEK RUSDIANTO KURNIAWAN,5,mudah dipahami,2026-02-27 15:01:30
Krisna Sugihjayaharta,5,segala urusan cepat semua ada di brimo ok,2026-02-27 14:59:05
Yocko Matzu,5,sangat membantu dan mempermudah transaksi,2026-02-27 14:54:20
Dewangga Samiaji Danandra,4,mudah dan cepat,2026-02-27 14:53:27
Andi Achmad,1,mudah error 2 hri 3 hri hpus download hpus download,2026-02-27 14:48:48
Yayat Hardiyanto,5,mantep,2026-02-27 14:47:01
Nals Udin,5,sangat membantu,2026-02-27 14:40:50
JT 93,5,sangat mudah dipahami,2026-02-27 14:39:31
Husnil Alidah,5,sampai saat ini baik,2026-02-27 14:29:30
Wawan Ridwan,1,"brimo knpa ilang donlod lagi ilang lagi,tolong knpa jelaskan",2026-02-27 14:26:27
Danang skc,4,memudahkan,2026-02-27 14:23:57
Agustin Murti,5,sangat mudah,2026-02-27 14:22:14
Fatikhin,5,sangat mudah dan menyenangkan,2026-02-27 14:20:08
Araara Kimoci,1,"baru kemaren bikin akun,mau login hari ini malah logut tiba²,mau login kembali malah username/pw nya yg salah,pdhal saya login masukin usrname/pw dgn benar. aneh ni apk,pdhal pas daftar udah susah² buat verifikasi wajah karna gagal,giliran udh jadi akun nya malah logut sndiri tanpa notif. gjls ni apk,sekelas bank Negara malah bnyak bug nya",2026-02-27 14:19:52
Afdun Fadhill,5,bagus,2026-02-27 14:19:30
Muctar Rochmah,5,baguss,2026-02-27 14:13:13
Johan Liebert,5,sangat bagus,2026-02-27 14:11:46
Hotri rena,5,brimo membantu!,2026-02-27 14:07:00
